               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2,  metrics/person_mAP, metrics/bicycle_mAP,     metrics/car_mAP,metrics/motorcycle_mAP,metrics/airplane_mAP,     metrics/bus_mAP,   metrics/train_mAP,   metrics/truck_mAP,    metrics/boat_mAP,metrics/traffic light_mAP,metrics/fire hydrant_mAP,metrics/stop sign_mAP,metrics/parking meter_mAP,   metrics/bench_mAP,    metrics/bird_mAP,     metrics/cat_mAP,     metrics/dog_mAP,   metrics/horse_mAP,   metrics/sheep_mAP,     metrics/cow_mAP,metrics/elephant_mAP,    metrics/bear_mAP,   metrics/zebra_mAP, metrics/giraffe_mAP,metrics/backpack_mAP,metrics/umbrella_mAP, metrics/handbag_mAP,     metrics/tie_mAP,metrics/suitcase_mAP, metrics/frisbee_mAP,    metrics/skis_mAP,metrics/snowboard_mAP,metrics/sports ball_mAP,    metrics/kite_mAP,metrics/baseball bat_mAP,metrics/baseball glove_mAP,metrics/skateboard_mAP,metrics/surfboard_mAP,metrics/tennis racket_mAP,  metrics/bottle_mAP,metrics/wine glass_mAP,     metrics/cup_mAP,    metrics/fork_mAP,   metrics/knife_mAP,   metrics/spoon_mAP,    metrics/bowl_mAP,  metrics/banana_mAP,   metrics/apple_mAP,metrics/sandwich_mAP,  metrics/orange_mAP,metrics/broccoli_mAP,  metrics/carrot_mAP, metrics/hot dog_mAP,   metrics/pizza_mAP,   metrics/donut_mAP,    metrics/cake_mAP,   metrics/chair_mAP,   metrics/couch_mAP,metrics/potted plant_mAP,     metrics/bed_mAP,metrics/dining table_mAP,  metrics/toilet_mAP,      metrics/tv_mAP,  metrics/laptop_mAP,   metrics/mouse_mAP,  metrics/remote_mAP,metrics/keyboard_mAP,metrics/cell phone_mAP,metrics/microwave_mAP,    metrics/oven_mAP, metrics/toaster_mAP,    metrics/sink_mAP,metrics/refrigerator_mAP,    metrics/book_mAP,   metrics/clock_mAP,    metrics/vase_mAP,metrics/scissors_mAP,metrics/teddy bear_mAP,metrics/hair drier_mAP,metrics/toothbrush_mAP,metrics/person_mAP_50,metrics/bicycle_mAP_50,  metrics/car_mAP_50,metrics/motorcycle_mAP_50,metrics/airplane_mAP_50,  metrics/bus_mAP_50,metrics/train_mAP_50,metrics/truck_mAP_50, metrics/boat_mAP_50,metrics/traffic light_mAP_50,metrics/fire hydrant_mAP_50,metrics/stop sign_mAP_50,metrics/parking meter_mAP_50,metrics/bench_mAP_50, metrics/bird_mAP_50,  metrics/cat_mAP_50,  metrics/dog_mAP_50,metrics/horse_mAP_50,metrics/sheep_mAP_50,  metrics/cow_mAP_50,metrics/elephant_mAP_50, metrics/bear_mAP_50,metrics/zebra_mAP_50,metrics/giraffe_mAP_50,metrics/backpack_mAP_50,metrics/umbrella_mAP_50,metrics/handbag_mAP_50,  metrics/tie_mAP_50,metrics/suitcase_mAP_50,metrics/frisbee_mAP_50, metrics/skis_mAP_50,metrics/snowboard_mAP_50,metrics/sports ball_mAP_50, metrics/kite_mAP_50,metrics/baseball bat_mAP_50,metrics/baseball glove_mAP_50,metrics/skateboard_mAP_50,metrics/surfboard_mAP_50,metrics/tennis racket_mAP_50,metrics/bottle_mAP_50,metrics/wine glass_mAP_50,  metrics/cup_mAP_50, metrics/fork_mAP_50,metrics/knife_mAP_50,metrics/spoon_mAP_50, metrics/bowl_mAP_50,metrics/banana_mAP_50,metrics/apple_mAP_50,metrics/sandwich_mAP_50,metrics/orange_mAP_50,metrics/broccoli_mAP_50,metrics/carrot_mAP_50,metrics/hot dog_mAP_50,metrics/pizza_mAP_50,metrics/donut_mAP_50, metrics/cake_mAP_50,metrics/chair_mAP_50,metrics/couch_mAP_50,metrics/potted plant_mAP_50,  metrics/bed_mAP_50,metrics/dining table_mAP_50,metrics/toilet_mAP_50,   metrics/tv_mAP_50,metrics/laptop_mAP_50,metrics/mouse_mAP_50,metrics/remote_mAP_50,metrics/keyboard_mAP_50,metrics/cell phone_mAP_50,metrics/microwave_mAP_50, metrics/oven_mAP_50,metrics/toaster_mAP_50, metrics/sink_mAP_50,metrics/refrigerator_mAP_50, metrics/book_mAP_50,metrics/clock_mAP_50, metrics/vase_mAP_50,metrics/scissors_mAP_50,metrics/teddy bear_mAP_50,metrics/hair drier_mAP_50,metrics/toothbrush_mAP_50
                   0,            0.045448,            0.065364,            0.016448,             0.67018,             0.60445,              0.6821,             0.44846,            0.041351,            0.038265,            0.010911,              0.0937,              0.0007,              0.0007,             0.51715,             0.37732,             0.20813,             0.47631,             0.65743,             0.69588,             0.50915,             0.24006,             0.18298,             0.17421,             0.44846,              0.6965,             0.44846,             0.24677,             0.46696,             0.75352,             0.59781,             0.62197,             0.44846,             0.44846,             0.69854,              0.8955,             0.92247,             0.67248,             0.26634,              0.4671,             0.16206,             0.47002,             0.56278,             0.67476,            0.010272,             0.50947,             0.30025,             0.15719,             0.29604,             0.27452,             0.42418,             0.44846,             0.30349,             0.24227,             0.51587,             0.51396,             0.33889,             0.39288,             0.36183,             0.46275,              0.2985,             0.44846,             0.26304,             0.41817,             0.27456,             0.40055,             0.92042,             0.69779,             0.82205,             0.77206,             0.29565,             0.52987,             0.46977,             0.33009,             0.32295,             0.68065,             0.74632,             0.21461,            0.052591,             0.52857,             0.44846,             0.18887,             0.63481,             0.26555,             0.44846,             0.16583,             0.53015,             0.14847,             0.70384,              0.8955,            0.056383,             0.44209,             0.44846,             0.45259,             0.79055,             0.57696,             0.47769,             0.63652,               0.995,             0.75955,               0.863,             0.44125,             0.44257,             0.32577,              0.6821,               0.995,              0.6821,             0.56578,             0.96442,               0.995,             0.84713,               0.995,              0.6821,              0.6821,             0.88593,               0.995,               0.995,             0.89111,             0.54498,             0.80072,             0.30013,             0.76369,             0.91167,             0.75957,            0.047381,             0.77753,             0.60197,             0.50952,             0.53465,              0.4615,             0.58798,              0.6821,             0.50207,             0.49845,             0.90321,             0.78861,             0.41216,             0.64869,              0.6235,             0.68454,               0.995,              0.6821,             0.30786,             0.66167,             0.37457,             0.63058,               0.995,             0.90611,             0.94367,               0.995,             0.58712,                0.79,             0.80816,               0.654,             0.55687,             0.82833,               0.995,             0.56894,             0.13148,             0.63466,              0.6821,              0.3398,               0.995,             0.43705,              0.6821,              0.2661,             0.79788,             0.32949,             0.91594,               0.995,              0.4975,             0.70497,              0.6821,             0.68554
